id,term,grade,emp_title,emp_length_years,purpose,loan_status,loan_type
813291, 60 months,C,miller appliance,10,car,Fully Paid,Good Loans
814752, 36 months,E,alcatel lucent,10,vacation,Fully Paid,Good Loans
802074, 60 months,E,roper st. francis healthcare,2,debt_consolidation,Fully Paid,Good Loans
814410, 36 months,B,broadcast company of the americas,5,debt_consolidation,Fully Paid,Good Loans
811172, 36 months,D,beach activities of maui,0,other,Fully Paid,Good Loans
814682, 36 months,B,great bridge baptist church,2,credit_card,Fully Paid,Good Loans
810954, 36 months,B,securitas security services inc,10,vacation,Fully Paid,Good Loans
800111, 36 months,A,dermatology asspc,5,credit_card,Fully Paid,Good Loans
814629, 36 months,B,employer not mentioned,4,home_improvement,Charged Off,Bad Loans
814621, 60 months,G,union national mortgage,0,home_improvement,Fully Paid,Good Loans
814575, 36 months,B,bna,4,debt_consolidation,Fully Paid,Good Loans
814509, 60 months,C,nevada community foundation,2,other,Charged Off,Bad Loans
814512, 36 months,D,custom bandag,2,other,Charged Off,Bad Loans
814523, 60 months,E,u.s. office of personnel management,5,home_improvement,Current,Good Loans
814500, 36 months,A,hallspars inc,10,home_improvement,Fully Paid,Good Loans
814454, 36 months,B,comcast cable corp,5,debt_consolidation,Fully Paid,Good Loans
814132, 36 months,D,united states goverment,1,debt_consolidation,Fully Paid,Good Loans
814375, 60 months,F,"christian dior perfumes, llc",10,debt_consolidation,Charged Off,Bad Loans
814378, 36 months,B,p and a industries,10,home_improvement,Fully Paid,Good Loans
814373, 36 months,C,ncr,4,home_improvement,Fully Paid,Good Loans
813015, 36 months,C,pepsi beverages company,1,debt_consolidation,Fully Paid,Good Loans
814347, 36 months,B,new york state department of corections,10,medical,Fully Paid,Good Loans
814318, 60 months,D,bme satellites and solar,3,car,Charged Off,Bad Loans
790160, 60 months,A,jimmy john's sandwiches,2,debt_consolidation,Fully Paid,Good Loans
814232, 36 months,C,employer not mentioned,-1,renewable_energy,Fully Paid,Good Loans
814265, 36 months,B,gap inc,4,debt_consolidation,Fully Paid,Good Loans
812943, 36 months,B,santaro trucking co,0,car,Fully Paid,Good Loans
814049, 36 months,B,k fab,6,home_improvement,Fully Paid,Good Loans
780717, 60 months,B,khhte,10,major_purchase,Charged Off,Bad Loans
809202, 60 months,C,contra costa community college district,2,debt_consolidation,Fully Paid,Good Loans
814138, 36 months,A,winston retail solutions,4,debt_consolidation,Fully Paid,Good Loans
814124, 36 months,B,minerl area regional medical center,3,home_improvement,Charged Off,Bad Loans
809975, 36 months,B,lewis brisbois bisgaard & smith llp,9,small_business,Fully Paid,Good Loans
814053, 60 months,D,the george washington university,0,debt_consolidation,Fully Paid,Good Loans
814034, 36 months,C,mazda north american operations,0,credit_card,Fully Paid,Good Loans
814027, 36 months,F,commonwealth of pennsylvania,2,wedding,Fully Paid,Good Loans
812580, 36 months,B,pleasants county schools,0,debt_consolidation,Fully Paid,Good Loans
813780, 60 months,E,us postal service,6,home_improvement,Charged Off,Bad Loans
813997, 36 months,B,"security lock and key, inc.",5,wedding,Fully Paid,Good Loans
810922, 36 months,B,united states postal service,10,home_improvement,Fully Paid,Good Loans
813974, 60 months,B,lomographic corp,2,medical,Fully Paid,Good Loans
813978, 60 months,E,robbins lumber company,10,credit_card,Current,Good Loans
813908, 36 months,A,elephant bar restaurant,3,other,Charged Off,Bad Loans
813952, 36 months,B,telepacific communications,6,debt_consolidation,Fully Paid,Good Loans
812172, 36 months,C,tucker rocky distribution,-1,debt_consolidation,Fully Paid,Good Loans
812894, 60 months,C,employer not mentioned,-1,debt_consolidation,Current,Good Loans
813928, 36 months,C,midfirst bank,10,debt_consolidation,Fully Paid,Good Loans
813926, 36 months,C,general atomics aeronautical systems,5,debt_consolidation,Charged Off,Bad Loans
777793, 60 months,E,component assembly systems,9,wedding,Current,Good Loans
798804, 36 months,B,tufts medical center,8,wedding,Fully Paid,Good Loans
813846, 36 months,C,john hancock funds,5,moving,Fully Paid,Good Loans
813821, 36 months,A,"dss, inc.",6,credit_card,Fully Paid,Good Loans
813796, 36 months,A,employer not mentioned,-1,debt_consolidation,Charged Off,Bad Loans
813817, 36 months,C,usps,10,vacation,Fully Paid,Good Loans
813783, 36 months,B,vfc,1,credit_card,Fully Paid,Good Loans
813659, 36 months,B,cirrus tech inc,7,debt_consolidation,Fully Paid,Good Loans
811215, 60 months,C,wells fargo,10,debt_consolidation,Fully Paid,Good Loans
813696, 60 months,E,am realty,9,other,Fully Paid,Good Loans
812739, 36 months,B,buchanan technologies,5,other,Fully Paid,Good Loans
813725, 36 months,C,walmart corporate,2,debt_consolidation,Charged Off,Bad Loans
813706, 36 months,B,2020 company llc,2,debt_consolidation,Fully Paid,Good Loans
805466, 60 months,B,shelby twp police department,8,other,Fully Paid,Good Loans
813680, 36 months,A,"ubs financial services, inc.",5,debt_consolidation,Fully Paid,Good Loans
812696, 36 months,B,state of alabama,10,house,Fully Paid,Good Loans
813605, 36 months,D,vornado charles e. smith,7,debt_consolidation,Fully Paid,Good Loans
796251, 36 months,E,ashland inc,4,debt_consolidation,Fully Paid,Good Loans
812307, 36 months,D,gst inc.,10,debt_consolidation,Fully Paid,Good Loans
813463, 36 months,A,mclean hospital,6,other,Fully Paid,Good Loans
812571, 60 months,C,chino valley unified school district,4,small_business,Charged Off,Bad Loans
813415, 36 months,A,posies bakery and cafe,2,home_improvement,Fully Paid,Good Loans
809660, 60 months,D,nasser company inc,3,debt_consolidation,Fully Paid,Good Loans
813383, 36 months,A,shi international,0,credit_card,Fully Paid,Good Loans
812314, 60 months,D,compleat cuisine catering,2,major_purchase,Current,Good Loans
813223, 36 months,B,"federal bureau of prisons, fci marianna",10,other,Fully Paid,Good Loans
795609, 60 months,B,the boston consulting group,10,debt_consolidation,Fully Paid,Good Loans
813170, 60 months,C,ready at dawn studios,3,debt_consolidation,Fully Paid,Good Loans
813179, 60 months,E,arthrex,4,debt_consolidation,Current,Good Loans
805307, 36 months,A,employer not mentioned,-1,major_purchase,Fully Paid,Good Loans
813125, 60 months,A,usps,6,car,Fully Paid,Good Loans
788341, 36 months,B,dod civil service,10,debt_consolidation,Fully Paid,Good Loans
812936, 36 months,B,jp morgan chase,0,debt_consolidation,Fully Paid,Good Loans
813107, 36 months,A,laforce inc.,0,other,Fully Paid,Good Loans
813036, 60 months,F,verizon wireless,5,debt_consolidation,Fully Paid,Good Loans
813082, 60 months,C,atlas services,5,home_improvement,Charged Off,Bad Loans
813003, 36 months,B,tek systems,5,debt_consolidation,Fully Paid,Good Loans
813028, 36 months,A,kaiser permanente hospital,10,home_improvement,Fully Paid,Good Loans
702706, 36 months,B,epay worldwide,10,debt_consolidation,Fully Paid,Good Loans
778534, 36 months,B,gold hill,5,debt_consolidation,Fully Paid,Good Loans
812153, 36 months,A,baton rouge crisis intervention center,2,other,Fully Paid,Good Loans
812949, 60 months,B,ciyt of utica dpw,10,debt_consolidation,Charged Off,Bad Loans
812958, 36 months,B,citigroup,8,debt_consolidation,Fully Paid,Good Loans
812931, 60 months,C,meridiam infrastructure,0,other,Fully Paid,Good Loans
812794, 36 months,C,employer not mentioned,-1,moving,Fully Paid,Good Loans
812803, 36 months,C,navigant credit union,0,major_purchase,Fully Paid,Good Loans
806073, 36 months,A,lemo usa,5,small_business,Fully Paid,Good Loans
812779, 36 months,D,united states air force,4,debt_consolidation,Fully Paid,Good Loans
812737, 60 months,B,university of california berkeley,4,debt_consolidation,Fully Paid,Good Loans
812628, 60 months,C,hospital shared services,2,major_purchase,Charged Off,Bad Loans
812332, 36 months,A,"veritiss, llc",0,debt_consolidation,Fully Paid,Good Loans
810372, 36 months,D,employer not mentioned,10,debt_consolidation,Charged Off,Bad Loans
812624, 36 months,B,metlife,1,other,Fully Paid,Good Loans
812614, 36 months,A,walmart,10,debt_consolidation,Fully Paid,Good Loans
812608, 60 months,E,employer not mentioned,2,small_business,Current,Good Loans
810905, 36 months,C,el patio chimichurri,2,debt_consolidation,Fully Paid,Good Loans
812148, 60 months,D,nycm insurance company,10,debt_consolidation,Fully Paid,Good Loans
812618, 36 months,B,central regoinal hospital,3,small_business,Fully Paid,Good Loans
812619, 60 months,E,dell inc,7,debt_consolidation,Charged Off,Bad Loans
811676, 60 months,D,horry county schools,3,debt_consolidation,Current,Good Loans
812577, 60 months,B,landrys rest corp.,6,small_business,Charged Off,Bad Loans
812517, 36 months,B,geosyntec consultants,0,debt_consolidation,Fully Paid,Good Loans
812190, 36 months,A,employer not mentioned,-1,credit_card,Fully Paid,Good Loans
812521, 36 months,A,the hartford,5,debt_consolidation,Fully Paid,Good Loans
810487, 36 months,B,j.crew,5,other,Fully Paid,Good Loans
807734, 60 months,B,3e company,10,credit_card,Fully Paid,Good Loans
808799, 60 months,D,associated bank,0,small_business,Charged Off,Bad Loans
812459, 36 months,B,employer not mentioned,-1,home_improvement,Charged Off,Bad Loans
812457, 36 months,A,wildman harrold allen & dixon,3,other,Fully Paid,Good Loans
812452, 60 months,D,employer not mentioned,7,small_business,Charged Off,Bad Loans
812247, 60 months,B,pine canyon club,5,credit_card,Fully Paid,Good Loans
812422, 36 months,B,employer not mentioned,-1,wedding,Fully Paid,Good Loans
812411, 60 months,C,h&j property management,4,debt_consolidation,Fully Paid,Good Loans
811377, 36 months,A,seneca nation of indians,6,home_improvement,Fully Paid,Good Loans
812407, 60 months,F,1199seiu benefit and pension funds,10,debt_consolidation,Charged Off,Bad Loans
812394, 60 months,F,eisai inc.,4,medical,Current,Good Loans
809684, 36 months,A,city of tracy,3,home_improvement,Fully Paid,Good Loans
811445, 36 months,B,employer not mentioned,-1,other,Fully Paid,Good Loans
812368, 36 months,A,"ss&c technologies, inc.",5,debt_consolidation,Fully Paid,Good Loans
812320, 36 months,A,"atto technology, inc.",6,small_business,Fully Paid,Good Loans
800343, 60 months,F,"lowe's companies, inc.",7,debt_consolidation,Fully Paid,Good Loans
812202, 60 months,E,stryker instruments,1,debt_consolidation,Charged Off,Bad Loans
812192, 36 months,A,lyondell basell,3,home_improvement,Fully Paid,Good Loans
812145, 36 months,A,employer not mentioned,10,debt_consolidation,Fully Paid,Good Loans
811924, 60 months,E,self,5,other,Fully Paid,Good Loans
811503, 60 months,C,allergan,6,other,Fully Paid,Good Loans
812114, 36 months,C,national retail transportation,3,debt_consolidation,Fully Paid,Good Loans
812086, 60 months,B,monterey mushrooms. inc,0,credit_card,Charged Off,Bad Loans
812097, 60 months,C,city of chicago,10,debt_consolidation,Fully Paid,Good Loans
809380, 36 months,C,breakers and controls,2,debt_consolidation,Charged Off,Bad Loans
810558, 36 months,D,milliken & company,7,other,Fully Paid,Good Loans
811941, 36 months,B,u.s. army,3,wedding,Fully Paid,Good Loans
811942, 36 months,A,wny urology associates,6,car,Fully Paid,Good Loans
811923, 36 months,C,south daytona police department,10,credit_card,Fully Paid,Good Loans
811913, 36 months,B,interim healthcare,0,moving,Charged Off,Bad Loans
811881, 60 months,E,"bmw mc, llc",10,debt_consolidation,Current,Good Loans
811825, 60 months,C,john deere,10,major_purchase,Current,Good Loans
811822, 36 months,B,guaranty title,0,other,Fully Paid,Good Loans
811771, 36 months,B,city of englewood,10,other,Fully Paid,Good Loans
808551, 60 months,B,employment development department,10,small_business,Fully Paid,Good Loans
811761, 36 months,B,ims pet,1,credit_card,Fully Paid,Good Loans
811729, 36 months,A,monterey symphony orchestra,8,debt_consolidation,Fully Paid,Good Loans
803032, 36 months,A,carnegie mellon university,4,credit_card,Fully Paid,Good Loans
806786, 36 months,B,glacial ridge health system,3,debt_consolidation,Fully Paid,Good Loans
811616, 36 months,A,air cleaning systems,4,other,Fully Paid,Good Loans
811646, 36 months,B,"2d lar bn, usmc",7,debt_consolidation,Fully Paid,Good Loans
811685, 36 months,B,goldman sachs,10,debt_consolidation,Fully Paid,Good Loans
811180, 36 months,D,ericsson,10,credit_card,Fully Paid,Good Loans
811633, 60 months,F,good samaritin hospital hca,8,debt_consolidation,Fully Paid,Good Loans
811564, 60 months,E,wood group,8,debt_consolidation,Current,Good Loans
796993, 60 months,E,simon property group,5,debt_consolidation,Fully Paid,Good Loans
805593, 36 months,A,accident fund insurance,8,credit_card,Fully Paid,Good Loans
811558, 36 months,B,"outsource it solutions group, inc.",3,debt_consolidation,Fully Paid,Good Loans
811533, 36 months,A,bank of america,3,debt_consolidation,Fully Paid,Good Loans
810589, 36 months,B,"college summit, inc.",1,credit_card,Fully Paid,Good Loans
799961, 60 months,C,employer not mentioned,10,debt_consolidation,Current,Good Loans
811527, 36 months,D,employer not mentioned,10,debt_consolidation,Fully Paid,Good Loans
811519, 36 months,B,redvector.com,6,credit_card,Fully Paid,Good Loans
811512, 36 months,A,inmotion hosting,0,debt_consolidation,Fully Paid,Good Loans
811497, 36 months,C,bay cove human service,4,home_improvement,Fully Paid,Good Loans
811513, 60 months,E,dtcc,4,home_improvement,Charged Off,Bad Loans
811491, 36 months,B,us customs,7,debt_consolidation,Fully Paid,Good Loans
811484, 36 months,D,flyng star cafe,4,car,Fully Paid,Good Loans
810775, 36 months,B,marines,8,home_improvement,Fully Paid,Good Loans
811239, 36 months,B,hf scientific,1,debt_consolidation,Fully Paid,Good Loans
801277, 60 months,D,navistar financial corporation,10,debt_consolidation,Charged Off,Bad Loans
811406, 60 months,C,meadwestvaco,10,car,Fully Paid,Good Loans
811395, 36 months,A,employer not mentioned,10,major_purchase,Fully Paid,Good Loans
811363, 36 months,B,us army,4,major_purchase,Fully Paid,Good Loans
804362, 36 months,C,"utility support systems, inc",2,debt_consolidation,Fully Paid,Good Loans
805151, 60 months,B,hilton new orleans riverside,10,car,Fully Paid,Good Loans
806286, 36 months,B,bank of america,6,wedding,Fully Paid,Good Loans
811348, 36 months,B,employer not mentioned,0,moving,Charged Off,Bad Loans
811342, 36 months,D,big lantern,5,wedding,Fully Paid,Good Loans
810924, 36 months,B,honda r&d,0,major_purchase,Fully Paid,Good Loans
811317, 36 months,B,mega airlines solutions,1,debt_consolidation,Fully Paid,Good Loans
811320, 36 months,D,apple,0,wedding,Fully Paid,Good Loans
811269, 36 months,B,employer not mentioned,10,debt_consolidation,Fully Paid,Good Loans
810261, 60 months,C,texas departmenty of family and protective services,0,other,Fully Paid,Good Loans
811230, 36 months,C,neptune society,4,debt_consolidation,Fully Paid,Good Loans
791047, 60 months,C,employer not mentioned,-1,renewable_energy,Fully Paid,Good Loans
811157, 60 months,D,halliburton,10,debt_consolidation,Fully Paid,Good Loans
811171, 36 months,A,federal reserve bank of san francisco,10,home_improvement,Fully Paid,Good Loans
810669, 60 months,B,uhs,6,debt_consolidation,Charged Off,Bad Loans
811100, 36 months,B,weatherford independent school district,0,moving,Fully Paid,Good Loans
808326, 60 months,C,kcs railway,10,major_purchase,Fully Paid,Good Loans
788687, 36 months,A,employer not mentioned,-1,other,Fully Paid,Good Loans
811065, 60 months,D,pg&e,7,debt_consolidation,Fully Paid,Good Loans
810849, 60 months,D,usbank,3,other,Fully Paid,Good Loans
811018, 36 months,B,pregnancy care center,5,debt_consolidation,Fully Paid,Good Loans
810987, 60 months,E,wells fargo,10,debt_consolidation,Charged Off,Bad Loans
807551, 36 months,D,hyundai of new port richey,5,debt_consolidation,Fully Paid,Good Loans
804008, 36 months,A,crossgates golf club,7,home_improvement,Fully Paid,Good Loans
810536, 36 months,B,smiths,10,debt_consolidation,Fully Paid,Good Loans
810929, 36 months,B,ibm,10,major_purchase,Fully Paid,Good Loans
803788, 36 months,A,questeq,0,debt_consolidation,Fully Paid,Good Loans
810895, 36 months,B,loutech,4,debt_consolidation,Charged Off,Bad Loans
